"scientificName","coordinateUncertaintyInMeters","publishingCountry","stateProvince","year","references","gbifID","Species_name","Latitude_WGS84","Longitude_WGS84","Id","Long_m","Lat_m"
"Anaxyrus boreas (Baird & Girard, 1852)",122,"CA","Alberta",2019,"https://www.inaturalist.org/observations/30277373",2331923801,"Western toad",55.025308,-119.196482,0,-1418296.32741606,1939761.83811873
"Anaxyrus boreas (Baird & Girard, 1852)",5,"CA","Alberta",2019,"https://www.inaturalist.org/observations/31060017",2366084210,"Western toad",53.575194,-114.731096,0,-1182197.2614945,1714793.61719432
"Anaxyrus boreas (Baird & Girard, 1852)",10,"US","Alberta",2019,"https://www.inaturalist.org/observations/32115255",2422904019,"Western toad",54.957747,-119.069876,0,-1412586.2354537,1930312.26353725
"Anaxyrus boreas (Baird & Girard, 1852)",53,"CA","Alberta",2019,"https://www.inaturalist.org/observations/32710897",2573806171,"Western toad",53.140789,-114.607089,0,-1184312.36139589,1663762.25516155
"Anaxyrus boreas (Baird & Girard, 1852)",34,"US","Alberta",2019,"https://www.inaturalist.org/observations/41558247",2597873634,"Western toad",54.957799,-119.069729,0,-1412575.96793453,1930315.89320263
"Anaxyrus boreas (Baird & Girard, 1852)",30,"US","Alberta",2018,"https://www.inaturalist.org/observations/32490281",2423006892,"Western toad",53.568506,-113.827508,0,-1126004.42466718,1703031.2518544
"Anaxyrus boreas boreas",123,"CA","Alberta",2018,"https://www.inaturalist.org/observations/80999899",3302180447,"Western toad",56.216136,-117.019454,0,-1257396.08326202,2042192.3550467
"Anaxyrus boreas (Baird & Girard, 1852)",667,"CA","Alberta",2018,"https://www.inaturalist.org/observations/21888240",2397466295,"Western toad",54.633858,-118.683976,0,-1398273.71282665,1888292.65522248
"Anaxyrus boreas (Baird & Girard, 1852)",72,"CA","Alberta",2018,"https://www.inaturalist.org/observations/31795904",2397634009,"Western toad",56.708558,-115.464582,0,-1154264.21423022,2077456.59001077
"Anaxyrus boreas (Baird & Girard, 1852)",61,"US","Alberta",2017,"https://www.inaturalist.org/observations/205217302",4607058341,"Western toad",53.366494,-114.421784,0,-1167602.82398042,1687193.05171166
"Anaxyrus boreas (Baird & Girard, 1852)",31,"US","Alberta",2017,"https://www.inaturalist.org/observations/9463309",1901091364,"Western toad",50.980165,-115.355287,0,-1282407.89293865,1426385.8214005
"Anaxyrus boreas (Baird & Girard, 1852)",977,"US","Alberta",2016,"https://www.inaturalist.org/observations/149981333",4054860614,"Western toad",52.460111,-116.121708,0,-1296011.43222838,1605986.26338692
"Anaxyrus boreas (Baird & Girard, 1852)",8,"CA","Alberta",2016,"https://www.inaturalist.org/observations/3905744",1901089013,"Western toad",51.942742,-114.248735,0,-1188494.30775656,1522316.43789986
"Anaxyrus boreas boreas",244,"CA","Alberta",2016,"https://www.inaturalist.org/observations/73571131",3090710273,"Western toad",54.442106,-114.411477,0,-1142900.50930989,1809373.11782372
"Anaxyrus boreas (Baird & Girard, 1852)",488,"CA","Alberta",2015,"https://www.inaturalist.org/observations/35180997",2451690093,"Western toad",55.495409,-114.910603,0,-1149408.82958141,1934522.24989069
"Anaxyrus boreas (Baird & Girard, 1852)",244,"CA","Alberta",2015,"https://www.inaturalist.org/observations/97306761",3384190412,"Western toad",54.713966,-113.281909,0,-1067892.0800604,1827056.95506275
"Anaxyrus boreas boreas",31,"US","Alberta",2013,"https://www.inaturalist.org/observations/39213388",2576441187,"Western toad",53.618482,-112.8714,0,-1065246.24654307,1697683.71633151
"Anaxyrus boreas boreas",31,"US","Alberta",2013,"https://www.inaturalist.org/observations/170977055",4153983496,"Western toad",53.673844,-112.832041,0,-1061652.88811297,1703564.01883668
"Anaxyrus boreas boreas",488,"US","Alberta",2012,"https://www.inaturalist.org/observations/205770804",4606719568,"Western toad",51.712032,-114.573792,0,-1214641.29324718,1499995.9231733
"Anaxyrus boreas (Baird & Girard, 1852)",110,"US","Alberta",2011,"https://www.inaturalist.org/observations/223395077",4901317776,"Western toad",53.669543,-112.8727,0,-1064278.61891862,1703528.84158774
"Anaxyrus boreas (Baird & Girard, 1852)",178,"CA","Alberta",2011,"https://www.inaturalist.org/observations/164049759",4126888813,"Western toad",52.75252,-114.746397,0,-1201938.41538789,1621216.77701585
"Anaxyrus boreas boreas",15,"US","Alberta",2011,"https://www.inaturalist.org/observations/139871848",3947818708,"Western toad",53.674857,-112.830776,0,-1061553.18633463,1703665.51875821
"Anaxyrus boreas (Baird & Girard, 1852)",122,"CA","Alberta",2009,"https://www.inaturalist.org/observations/198422591",4519232452,"Western toad",54.444944,-114.407078,0,-1142567.57256648,1809642.02420398
"Anaxyrus boreas (Baird & Girard, 1852)",488,"CA","Alberta",2009,"https://www.inaturalist.org/observations/198422440",4519286351,"Western toad",53.206606,-114.9353,0,-1203408.35701101,1675396.83955955
"Anaxyrus boreas (Baird & Girard, 1852)",61,"US","Alberta",2008,"https://www.inaturalist.org/observations/248459567",4973992565,"Western toad",53.26796,-114.533378,0,-1176809.5053472,1677342.43465103
"Anaxyrus boreas (Baird & Girard, 1852)",7,"CA","Alberta",2008,"https://www.inaturalist.org/observations/126718505",3873871305,"Western toad",54.585389,-113.414084,0,-1078680.38595319,1813951.12394476
"Anaxyrus boreas (Baird & Girard, 1852)",179,"CA","Alberta",2004,"https://www.inaturalist.org/observations/51829362",2814470662,"Western toad",51.169071,-115.591522,0,-1293299.96982022,1451244.89811868
"Anaxyrus boreas (Baird & Girard, 1852)",244,"CA","Alberta",2004,"https://www.inaturalist.org/observations/143442479",3988603838,"Western toad",51.763837,-114.713658,0,-1222482.16023426,1507729.72890168
"Anaxyrus boreas boreas",61,"CA","Alberta",2000,"https://www.inaturalist.org/observations/40259429",2802601583,"Western toad",53.56544,-113.829214,0,-1126177.43309346,1702701.95906358
"Anaxyrus boreas (Baird & Girard, 1852)",61,"CA","Alberta",1997,"https://www.inaturalist.org/observations/40259560",2823332372,"Western toad",50.657972,-115.112024,0,-1274068.78090971,1386134.89980532
